# hyp_utils/conda_env.sh pack-wav-rirs.py --input data/rirs_smallroom/wav.scp --output h5,scp:/home/mkhelfi1/hyperion/egs/adc24/exp/rirs/rirs_smallroom/rirs_rirs_smallroom.h5,data/rirs_smallroom/rirs.scp 
# Started at Thu Apr 18 20:29:29 EDT 2024
#
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:30:14,538 (pack-wav-rirs:41) INFO: Packing rir Room049-00071.wav h_max=0.016144 h_delay=219 h-length=3431
2024-04-18 20:30:14,542 (pack-wav-rirs:41) INFO: Packing rir Room049-00072.wav h_max=0.022644 h_delay=162 h-length=3381
2024-04-18 20:30:14,547 (pack-wav-rirs:41) INFO: Packing rir Room049-00073.wav h_max=0.025513 h_delay=134 h-length=3477
2024-04-18 20:30:14,551 (pack-wav-rirs:41) INFO: Packing rir Room049-00074.wav h_max=0.019073 h_delay=186 h-length=3434
2024-04-18 20:30:14,556 (pack-wav-rirs:41) INFO: Packing rir Room049-00075.wav h_max=0.020538 h_delay=181 h-length=3382
2024-04-18 20:30:14,560 (pack-wav-rirs:41) INFO: Packing rir Room049-00076.wav h_max=0.030365 h_delay=122 h-length=3420
2024-04-18 20:30:14,565 (pack-wav-rirs:41) INFO: Packing rir Room049-00077.wav h_max=0.011230 h_delay=229 h-length=3461
2024-04-18 20:30:14,570 (pack-wav-rirs:41) INFO: Packing rir Room049-00078.wav h_max=0.073639 h_delay=46 h-length=3205
2024-04-18 20:30:14,574 (pack-wav-rirs:41) INFO: Packing rir Room049-00079.wav h_max=0.018585 h_delay=188 h-length=3479
2024-04-18 20:30:14,579 (pack-wav-rirs:41) INFO: Packing rir Room049-00080.wav h_max=0.031891 h_delay=179 h-length=3036
2024-04-18 20:30:14,583 (pack-wav-rirs:41) INFO: Packing rir Room049-00081.wav h_max=0.033722 h_delay=87 h-length=3287
2024-04-18 20:30:14,587 (pack-wav-rirs:41) INFO: Packing rir Room049-00082.wav h_max=0.021149 h_delay=166 h-length=3388
2024-04-18 20:30:14,592 (pack-wav-rirs:41) INFO: Packing rir Room049-00083.wav h_max=0.022339 h_delay=143 h-length=3448
2024-04-18 20:30:14,596 (pack-wav-rirs:41) INFO: Packing rir Room049-00084.wav h_max=0.024902 h_delay=191 h-length=3469
2024-04-18 20:30:14,600 (pack-wav-rirs:41) INFO: Packing rir Room049-00085.wav h_max=0.026886 h_delay=135 h-length=3317
2024-04-18 20:30:14,605 (pack-wav-rirs:41) INFO: Packing rir Room049-00086.wav h_max=0.025055 h_delay=130 h-length=3302
2024-04-18 20:30:14,609 (pack-wav-rirs:41) INFO: Packing rir Room049-00087.wav h_max=0.020020 h_delay=153 h-length=3276
2024-04-18 20:30:14,613 (pack-wav-rirs:41) INFO: Packing rir Room049-00088.wav h_max=0.016998 h_delay=146 h-length=3415
2024-04-18 20:30:14,618 (pack-wav-rirs:41) INFO: Packing rir Room049-00089.wav h_max=0.014801 h_delay=178 h-length=3398
2024-04-18 20:30:14,622 (pack-wav-rirs:41) INFO: Packing rir Room049-00090.wav h_max=0.022736 h_delay=138 h-length=3417
2024-04-18 20:30:14,626 (pack-wav-rirs:41) INFO: Packing rir Room049-00091.wav h_max=0.024506 h_delay=204 h-length=3411
2024-04-18 20:30:14,631 (pack-wav-rirs:41) INFO: Packing rir Room049-00092.wav h_max=0.018188 h_delay=207 h-length=3482
2024-04-18 20:30:14,635 (pack-wav-rirs:41) INFO: Packing rir Room049-00093.wav h_max=0.047058 h_delay=62 h-length=3196
2024-04-18 20:30:14,640 (pack-wav-rirs:41) INFO: Packing rir Room049-00094.wav h_max=0.107086 h_delay=34 h-length=3274
2024-04-18 20:30:14,644 (pack-wav-rirs:41) INFO: Packing rir Room049-00095.wav h_max=0.023560 h_delay=148 h-length=3480
2024-04-18 20:30:14,649 (pack-wav-rirs:41) INFO: Packing rir Room049-00096.wav h_max=0.039062 h_delay=92 h-length=3241
2024-04-18 20:30:14,653 (pack-wav-rirs:41) INFO: Packing rir Room049-00097.wav h_max=0.015076 h_delay=219 h-length=3156
2024-04-18 20:30:14,658 (pack-wav-rirs:41) INFO: Packing rir Room049-00098.wav h_max=0.023651 h_delay=119 h-length=3410
2024-04-18 20:30:14,663 (pack-wav-rirs:41) INFO: Packing rir Room049-00099.wav h_max=0.015533 h_delay=213 h-length=3323
2024-04-18 20:30:14,668 (pack-wav-rirs:41) INFO: Packing rir Room049-00100.wav h_max=0.026123 h_delay=109 h-length=3345
2024-04-18 20:30:14,672 (pack-wav-rirs:41) INFO: Packing rir Room050-00001.wav h_max=0.015778 h_delay=206 h-length=2678
2024-04-18 20:30:14,677 (pack-wav-rirs:41) INFO: Packing rir Room050-00002.wav h_max=0.026672 h_delay=183 h-length=2677
2024-04-18 20:30:14,682 (pack-wav-rirs:41) INFO: Packing rir Room050-00003.wav h_max=0.065948 h_delay=51 h-length=2538
2024-04-18 20:30:14,687 (pack-wav-rirs:41) INFO: Packing rir Room050-00004.wav h_max=0.032959 h_delay=107 h-length=2588
2024-04-18 20:30:14,691 (pack-wav-rirs:41) INFO: Packing rir Room050-00005.wav h_max=0.016998 h_delay=163 h-length=2688
2024-04-18 20:30:14,697 (pack-wav-rirs:41) INFO: Packing rir Room050-00006.wav h_max=0.020233 h_delay=153 h-length=2690
2024-04-18 20:30:14,702 (pack-wav-rirs:41) INFO: Packing rir Room050-00007.wav h_max=0.047974 h_delay=67 h-length=2648
2024-04-18 20:30:14,707 (pack-wav-rirs:41) INFO: Packing rir Room050-00008.wav h_max=0.031067 h_delay=124 h-length=2545
2024-04-18 20:30:14,711 (pack-wav-rirs:41) INFO: Packing rir Room050-00009.wav h_max=0.034576 h_delay=105 h-length=2641
2024-04-18 20:30:14,716 (pack-wav-rirs:41) INFO: Packing rir Room050-00010.wav h_max=0.028381 h_delay=121 h-length=2700
2024-04-18 20:30:14,721 (pack-wav-rirs:41) INFO: Packing rir Room050-00011.wav h_max=0.024170 h_delay=196 h-length=2647
2024-04-18 20:30:14,726 (pack-wav-rirs:41) INFO: Packing rir Room050-00012.wav h_max=0.048126 h_delay=72 h-length=2669
2024-04-18 20:30:14,731 (pack-wav-rirs:41) INFO: Packing rir Room050-00013.wav h_max=0.023254 h_delay=188 h-length=2680
2024-04-18 20:30:14,736 (pack-wav-rirs:41) INFO: Packing rir Room050-00014.wav h_max=0.021423 h_delay=208 h-length=2701
2024-04-18 20:30:14,741 (pack-wav-rirs:41) INFO: Packing rir Room050-00015.wav h_max=0.021912 h_delay=217 h-length=2642
2024-04-18 20:30:14,746 (pack-wav-rirs:41) INFO: Packing rir Room050-00016.wav h_max=0.021179 h_delay=177 h-length=2634
2024-04-18 20:30:14,751 (pack-wav-rirs:41) INFO: Packing rir Room050-00017.wav h_max=0.046783 h_delay=81 h-length=2577
2024-04-18 20:30:14,755 (pack-wav-rirs:41) INFO: Packing rir Room050-00018.wav h_max=0.025940 h_delay=140 h-length=2619
2024-04-18 20:30:14,760 (pack-wav-rirs:41) INFO: Packing rir Room050-00019.wav h_max=0.041107 h_delay=90 h-length=2646
2024-04-18 20:30:14,765 (pack-wav-rirs:41) INFO: Packing rir Room050-00020.wav h_max=0.026764 h_delay=129 h-length=2612
2024-04-18 20:30:14,771 (pack-wav-rirs:41) INFO: Packing rir Room050-00021.wav h_max=0.022369 h_delay=165 h-length=2675
2024-04-18 20:30:14,776 (pack-wav-rirs:41) INFO: Packing rir Room050-00022.wav h_max=0.027679 h_delay=130 h-length=2649
2024-04-18 20:30:14,780 (pack-wav-rirs:41) INFO: Packing rir Room050-00023.wav h_max=0.031738 h_delay=103 h-length=2641
2024-04-18 20:30:14,785 (pack-wav-rirs:41) INFO: Packing rir Room050-00024.wav h_max=0.069611 h_delay=53 h-length=2535
2024-04-18 20:30:14,789 (pack-wav-rirs:41) INFO: Packing rir Room050-00025.wav h_max=0.085846 h_delay=51 h-length=2563
2024-04-18 20:30:14,794 (pack-wav-rirs:41) INFO: Packing rir Room050-00026.wav h_max=0.017975 h_delay=154 h-length=2624
2024-04-18 20:30:14,800 (pack-wav-rirs:41) INFO: Packing rir Room050-00027.wav h_max=0.022919 h_delay=131 h-length=2647
2024-04-18 20:30:14,805 (pack-wav-rirs:41) INFO: Packing rir Room050-00028.wav h_max=0.026672 h_delay=110 h-length=2642
2024-04-18 20:30:14,810 (pack-wav-rirs:41) INFO: Packing rir Room050-00029.wav h_max=0.078613 h_delay=42 h-length=2656
2024-04-18 20:30:14,815 (pack-wav-rirs:41) INFO: Packing rir Room050-00030.wav h_max=0.026428 h_delay=186 h-length=2660
2024-04-18 20:30:14,820 (pack-wav-rirs:41) INFO: Packing rir Room050-00031.wav h_max=0.021362 h_delay=147 h-length=2602
2024-04-18 20:30:14,825 (pack-wav-rirs:41) INFO: Packing rir Room050-00032.wav h_max=0.025055 h_delay=105 h-length=2694
2024-04-18 20:30:14,830 (pack-wav-rirs:41) INFO: Packing rir Room050-00033.wav h_max=0.018799 h_delay=190 h-length=2676
2024-04-18 20:30:14,835 (pack-wav-rirs:41) INFO: Packing rir Room050-00034.wav h_max=0.019836 h_delay=148 h-length=2662
2024-04-18 20:30:14,840 (pack-wav-rirs:41) INFO: Packing rir Room050-00035.wav h_max=0.018738 h_delay=198 h-length=2690
2024-04-18 20:30:14,845 (pack-wav-rirs:41) INFO: Packing rir Room050-00036.wav h_max=0.036896 h_delay=131 h-length=2661
2024-04-18 20:30:14,849 (pack-wav-rirs:41) INFO: Packing rir Room050-00037.wav h_max=0.034088 h_delay=101 h-length=2620
2024-04-18 20:30:14,854 (pack-wav-rirs:41) INFO: Packing rir Room050-00038.wav h_max=0.041534 h_delay=84 h-length=2685
2024-04-18 20:30:14,859 (pack-wav-rirs:41) INFO: Packing rir Room050-00039.wav h_max=0.020020 h_delay=126 h-length=2629
2024-04-18 20:30:15,073 (pack-wav-rirs:41) INFO: Packing rir Room050-00040.wav h_max=0.044922 h_delay=82 h-length=2647
2024-04-18 20:30:15,077 (pack-wav-rirs:41) INFO: Packing rir Room050-00041.wav h_max=0.019745 h_delay=310 h-length=2650
2024-04-18 20:30:15,082 (pack-wav-rirs:41) INFO: Packing rir Room050-00042.wav h_max=0.067596 h_delay=55 h-length=2535
2024-04-18 20:30:15,087 (pack-wav-rirs:41) INFO: Packing rir Room050-00043.wav h_max=0.036835 h_delay=78 h-length=2680
2024-04-18 20:30:15,092 (pack-wav-rirs:41) INFO: Packing rir Room050-00044.wav h_max=0.060638 h_delay=105 h-length=2675
2024-04-18 20:30:15,096 (pack-wav-rirs:41) INFO: Packing rir Room050-00045.wav h_max=0.053162 h_delay=59 h-length=2645
2024-04-18 20:30:15,101 (pack-wav-rirs:41) INFO: Packing rir Room050-00046.wav h_max=0.022247 h_delay=128 h-length=2641
2024-04-18 20:30:15,106 (pack-wav-rirs:41) INFO: Packing rir Room050-00047.wav h_max=0.018768 h_delay=197 h-length=2664
2024-04-18 20:30:15,110 (pack-wav-rirs:41) INFO: Packing rir Room050-00048.wav h_max=0.028381 h_delay=117 h-length=2661
2024-04-18 20:30:15,115 (pack-wav-rirs:41) INFO: Packing rir Room050-00049.wav h_max=0.021027 h_delay=182 h-length=2622
2024-04-18 20:30:15,119 (pack-wav-rirs:41) INFO: Packing rir Room050-00050.wav h_max=0.019073 h_delay=246 h-length=2663
2024-04-18 20:30:15,124 (pack-wav-rirs:41) INFO: Packing rir Room050-00051.wav h_max=0.020264 h_delay=140 h-length=2655
2024-04-18 20:30:15,129 (pack-wav-rirs:41) INFO: Packing rir Room050-00052.wav h_max=0.022278 h_delay=279 h-length=2683
2024-04-18 20:30:15,134 (pack-wav-rirs:41) INFO: Packing rir Room050-00053.wav h_max=0.023071 h_delay=128 h-length=2665
2024-04-18 20:30:15,139 (pack-wav-rirs:41) INFO: Packing rir Room050-00054.wav h_max=0.035736 h_delay=74 h-length=2583
2024-04-18 20:30:15,143 (pack-wav-rirs:41) INFO: Packing rir Room050-00055.wav h_max=0.027466 h_delay=95 h-length=2658
2024-04-18 20:30:15,148 (pack-wav-rirs:41) INFO: Packing rir Room050-00056.wav h_max=0.026459 h_delay=129 h-length=2660
2024-04-18 20:30:15,152 (pack-wav-rirs:41) INFO: Packing rir Room050-00057.wav h_max=0.108276 h_delay=46 h-length=2491
2024-04-18 20:30:15,157 (pack-wav-rirs:41) INFO: Packing rir Room050-00058.wav h_max=0.024780 h_delay=146 h-length=2687
2024-04-18 20:30:15,162 (pack-wav-rirs:41) INFO: Packing rir Room050-00059.wav h_max=0.045898 h_delay=77 h-length=2660
2024-04-18 20:30:15,166 (pack-wav-rirs:41) INFO: Packing rir Room050-00060.wav h_max=0.043365 h_delay=82 h-length=2681
2024-04-18 20:30:15,171 (pack-wav-rirs:41) INFO: Packing rir Room050-00061.wav h_max=0.053375 h_delay=52 h-length=2699
2024-04-18 20:30:15,175 (pack-wav-rirs:41) INFO: Packing rir Room050-00062.wav h_max=0.037048 h_delay=102 h-length=2661
2024-04-18 20:30:15,180 (pack-wav-rirs:41) INFO: Packing rir Room050-00063.wav h_max=0.039185 h_delay=106 h-length=2688
2024-04-18 20:30:15,184 (pack-wav-rirs:41) INFO: Packing rir Room050-00064.wav h_max=0.016632 h_delay=197 h-length=2687
2024-04-18 20:30:15,188 (pack-wav-rirs:41) INFO: Packing rir Room050-00065.wav h_max=0.050140 h_delay=50 h-length=2562
2024-04-18 20:30:15,193 (pack-wav-rirs:41) INFO: Packing rir Room050-00066.wav h_max=0.083588 h_delay=70 h-length=2450
2024-04-18 20:30:15,198 (pack-wav-rirs:41) INFO: Packing rir Room050-00067.wav h_max=0.014374 h_delay=251 h-length=2687
2024-04-18 20:30:15,202 (pack-wav-rirs:41) INFO: Packing rir Room050-00068.wav h_max=0.027893 h_delay=178 h-length=2593
2024-04-18 20:30:15,207 (pack-wav-rirs:41) INFO: Packing rir Room050-00069.wav h_max=0.023254 h_delay=157 h-length=2678
2024-04-18 20:30:15,212 (pack-wav-rirs:41) INFO: Packing rir Room050-00070.wav h_max=0.018219 h_delay=193 h-length=2648
2024-04-18 20:30:15,215 (pack-wav-rirs:41) INFO: Packing rir Room050-00071.wav h_max=0.039581 h_delay=88 h-length=2659
2024-04-18 20:30:15,232 (pack-wav-rirs:41) INFO: Packing rir Room050-00072.wav h_max=0.024811 h_delay=176 h-length=2582
2024-04-18 20:30:15,249 (pack-wav-rirs:41) INFO: Packing rir Room050-00073.wav h_max=0.016479 h_delay=190 h-length=2651
2024-04-18 20:30:15,266 (pack-wav-rirs:41) INFO: Packing rir Room050-00074.wav h_max=0.054047 h_delay=65 h-length=2684
2024-04-18 20:30:15,279 (pack-wav-rirs:41) INFO: Packing rir Room050-00075.wav h_max=0.049835 h_delay=75 h-length=2606
2024-04-18 20:30:15,298 (pack-wav-rirs:41) INFO: Packing rir Room050-00076.wav h_max=0.025208 h_delay=142 h-length=2566
2024-04-18 20:30:15,316 (pack-wav-rirs:41) INFO: Packing rir Room050-00077.wav h_max=0.024017 h_delay=148 h-length=2594
2024-04-18 20:30:15,334 (pack-wav-rirs:41) INFO: Packing rir Room050-00078.wav h_max=0.027771 h_delay=92 h-length=2690
2024-04-18 20:30:15,350 (pack-wav-rirs:41) INFO: Packing rir Room050-00079.wav h_max=0.021027 h_delay=147 h-length=2634
2024-04-18 20:30:15,366 (pack-wav-rirs:41) INFO: Packing rir Room050-00080.wav h_max=0.047607 h_delay=77 h-length=2633
2024-04-18 20:30:15,382 (pack-wav-rirs:41) INFO: Packing rir Room050-00081.wav h_max=0.030579 h_delay=112 h-length=2667
2024-04-18 20:30:15,393 (pack-wav-rirs:41) INFO: Packing rir Room050-00082.wav h_max=0.041779 h_delay=88 h-length=2645
2024-04-18 20:30:15,404 (pack-wav-rirs:41) INFO: Packing rir Room050-00083.wav h_max=0.026367 h_delay=234 h-length=2641
2024-04-18 20:30:15,416 (pack-wav-rirs:41) INFO: Packing rir Room050-00084.wav h_max=0.081299 h_delay=58 h-length=2470
2024-04-18 20:30:15,430 (pack-wav-rirs:41) INFO: Packing rir Room050-00085.wav h_max=0.039856 h_delay=80 h-length=2695
2024-04-18 20:30:15,446 (pack-wav-rirs:41) INFO: Packing rir Room050-00086.wav h_max=0.024872 h_delay=148 h-length=2585
2024-04-18 20:30:15,460 (pack-wav-rirs:41) INFO: Packing rir Room050-00087.wav h_max=0.050446 h_delay=72 h-length=2659
2024-04-18 20:30:15,474 (pack-wav-rirs:41) INFO: Packing rir Room050-00088.wav h_max=0.033661 h_delay=103 h-length=2518
2024-04-18 20:30:15,494 (pack-wav-rirs:41) INFO: Packing rir Room050-00089.wav h_max=0.031006 h_delay=149 h-length=2601
2024-04-18 20:30:15,510 (pack-wav-rirs:41) INFO: Packing rir Room050-00090.wav h_max=0.022980 h_delay=130 h-length=2701
2024-04-18 20:30:15,520 (pack-wav-rirs:41) INFO: Packing rir Room050-00091.wav h_max=0.029938 h_delay=109 h-length=2695
2024-04-18 20:30:15,538 (pack-wav-rirs:41) INFO: Packing rir Room050-00092.wav h_max=0.046478 h_delay=116 h-length=2626
2024-04-18 20:30:15,556 (pack-wav-rirs:41) INFO: Packing rir Room050-00093.wav h_max=0.022949 h_delay=118 h-length=2687
2024-04-18 20:30:15,574 (pack-wav-rirs:41) INFO: Packing rir Room050-00094.wav h_max=0.062347 h_delay=55 h-length=2499
2024-04-18 20:30:15,586 (pack-wav-rirs:41) INFO: Packing rir Room050-00095.wav h_max=0.022095 h_delay=121 h-length=2681
2024-04-18 20:30:15,600 (pack-wav-rirs:41) INFO: Packing rir Room050-00096.wav h_max=0.036560 h_delay=105 h-length=2629
2024-04-18 20:30:15,615 (pack-wav-rirs:41) INFO: Packing rir Room050-00097.wav h_max=0.020386 h_delay=156 h-length=2692
2024-04-18 20:30:15,637 (pack-wav-rirs:41) INFO: Packing rir Room050-00098.wav h_max=0.017151 h_delay=192 h-length=2695
2024-04-18 20:30:15,654 (pack-wav-rirs:41) INFO: Packing rir Room050-00099.wav h_max=0.063568 h_delay=56 h-length=2473
2024-04-18 20:30:15,672 (pack-wav-rirs:41) INFO: Packing rir Room050-00100.wav h_max=0.020813 h_delay=164 h-length=2687
2024-04-18 20:30:15,698 (pack-wav-rirs:41) INFO: Packing rir Room051-00001.wav h_max=0.019745 h_delay=170 h-length=1304
2024-04-18 20:30:15,715 (pack-wav-rirs:41) INFO: Packing rir Room051-00002.wav h_max=0.022644 h_delay=106 h-length=1329
2024-04-18 20:30:15,734 (pack-wav-rirs:41) INFO: Packing rir Room051-00003.wav h_max=0.015015 h_delay=170 h-length=1375
2024-04-18 20:30:15,750 (pack-wav-rirs:41) INFO: Packing rir Room051-00004.wav h_max=0.016418 h_delay=213 h-length=1345
2024-04-18 20:30:15,771 (pack-wav-rirs:41) INFO: Packing rir Room051-00005.wav h_max=0.017792 h_delay=203 h-length=1307
2024-04-18 20:30:15,787 (pack-wav-rirs:41) INFO: Packing rir Room051-00006.wav h_max=0.032837 h_delay=112 h-length=1086
2024-04-18 20:30:15,801 (pack-wav-rirs:41) INFO: Packing rir Room051-00007.wav h_max=0.018829 h_delay=186 h-length=1324
2024-04-18 20:30:15,818 (pack-wav-rirs:41) INFO: Packing rir Room051-00008.wav h_max=0.020813 h_delay=157 h-length=1369
2024-04-18 20:30:15,839 (pack-wav-rirs:41) INFO: Packing rir Room051-00009.wav h_max=0.030518 h_delay=148 h-length=1310
2024-04-18 20:30:15,858 (pack-wav-rirs:41) INFO: Packing rir Room051-00010.wav h_max=0.020905 h_delay=151 h-length=1470
2024-04-18 20:30:15,878 (pack-wav-rirs:41) INFO: Packing rir Room051-00011.wav h_max=0.055908 h_delay=55 h-length=1291
2024-04-18 20:30:15,906 (pack-wav-rirs:41) INFO: Packing rir Room051-00012.wav h_max=0.019440 h_delay=143 h-length=1331
2024-04-18 20:30:15,931 (pack-wav-rirs:41) INFO: Packing rir Room051-00013.wav h_max=0.045258 h_delay=65 h-length=1234
2024-04-18 20:30:15,947 (pack-wav-rirs:41) INFO: Packing rir Room051-00014.wav h_max=0.219757 h_delay=17 h-length=880
2024-04-18 20:30:15,967 (pack-wav-rirs:41) INFO: Packing rir Room051-00015.wav h_max=0.052948 h_delay=58 h-length=1253
2024-04-18 20:30:15,987 (pack-wav-rirs:41) INFO: Packing rir Room051-00016.wav h_max=0.018829 h_delay=140 h-length=1368
2024-04-18 20:30:16,006 (pack-wav-rirs:41) INFO: Packing rir Room051-00017.wav h_max=0.046570 h_delay=74 h-length=1312
2024-04-18 20:30:16,025 (pack-wav-rirs:41) INFO: Packing rir Room051-00018.wav h_max=0.028564 h_delay=126 h-length=1522
2024-04-18 20:30:16,038 (pack-wav-rirs:41) INFO: Packing rir Room051-00019.wav h_max=0.036835 h_delay=92 h-length=1205
2024-04-18 20:30:16,059 (pack-wav-rirs:41) INFO: Packing rir Room051-00020.wav h_max=0.034241 h_delay=92 h-length=1314
2024-04-18 20:30:16,078 (pack-wav-rirs:41) INFO: Packing rir Room051-00021.wav h_max=0.018219 h_delay=200 h-length=1351
2024-04-18 20:30:16,099 (pack-wav-rirs:41) INFO: Packing rir Room051-00022.wav h_max=0.021515 h_delay=165 h-length=1297
2024-04-18 20:30:16,111 (pack-wav-rirs:41) INFO: Packing rir Room051-00023.wav h_max=0.043121 h_delay=78 h-length=1303
2024-04-18 20:30:16,125 (pack-wav-rirs:41) INFO: Packing rir Room051-00024.wav h_max=0.014496 h_delay=195 h-length=1337
2024-04-18 20:30:16,146 (pack-wav-rirs:41) INFO: Packing rir Room051-00025.wav h_max=0.021271 h_delay=170 h-length=1300
2024-04-18 20:30:16,166 (pack-wav-rirs:41) INFO: Packing rir Room051-00026.wav h_max=0.026764 h_delay=112 h-length=1554
2024-04-18 20:30:16,187 (pack-wav-rirs:41) INFO: Packing rir Room051-00027.wav h_max=0.017090 h_delay=178 h-length=1307
2024-04-18 20:30:16,194 (pack-wav-rirs:41) INFO: Packing rir Room051-00028.wav h_max=0.044128 h_delay=71 h-length=1326
2024-04-18 20:30:16,206 (pack-wav-rirs:41) INFO: Packing rir Room051-00029.wav h_max=0.020691 h_delay=127 h-length=1377
2024-04-18 20:30:16,220 (pack-wav-rirs:41) INFO: Packing rir Room051-00030.wav h_max=0.023468 h_delay=149 h-length=1454
2024-04-18 20:30:16,225 (pack-wav-rirs:41) INFO: Packing rir Room051-00031.wav h_max=0.014343 h_delay=167 h-length=1325
2024-04-18 20:30:16,231 (pack-wav-rirs:41) INFO: Packing rir Room051-00032.wav h_max=0.080383 h_delay=33 h-length=1324
2024-04-18 20:30:16,236 (pack-wav-rirs:41) INFO: Packing rir Room051-00033.wav h_max=0.017456 h_delay=180 h-length=1379
2024-04-18 20:30:16,241 (pack-wav-rirs:41) INFO: Packing rir Room051-00034.wav h_max=0.014282 h_delay=204 h-length=1311
2024-04-18 20:30:16,246 (pack-wav-rirs:41) INFO: Packing rir Room051-00035.wav h_max=0.107086 h_delay=45 h-length=1205
2024-04-18 20:30:16,251 (pack-wav-rirs:41) INFO: Packing rir Room051-00036.wav h_max=0.020081 h_delay=163 h-length=1318
2024-04-18 20:30:16,257 (pack-wav-rirs:41) INFO: Packing rir Room051-00037.wav h_max=0.037415 h_delay=95 h-length=1177
2024-04-18 20:30:16,261 (pack-wav-rirs:41) INFO: Packing rir Room051-00038.wav h_max=0.074860 h_delay=47 h-length=1212
2024-04-18 20:30:16,266 (pack-wav-rirs:41) INFO: Packing rir Room051-00039.wav h_max=0.027130 h_delay=132 h-length=1269
2024-04-18 20:30:16,271 (pack-wav-rirs:41) INFO: Packing rir Room051-00040.wav h_max=0.041138 h_delay=75 h-length=1199
2024-04-18 20:30:16,276 (pack-wav-rirs:41) INFO: Packing rir Room051-00041.wav h_max=0.018005 h_delay=192 h-length=1362
2024-04-18 20:30:16,281 (pack-wav-rirs:41) INFO: Packing rir Room051-00042.wav h_max=0.023682 h_delay=129 h-length=1327
2024-04-18 20:30:16,286 (pack-wav-rirs:41) INFO: Packing rir Room051-00043.wav h_max=0.028809 h_delay=128 h-length=1348
2024-04-18 20:30:16,291 (pack-wav-rirs:41) INFO: Packing rir Room051-00044.wav h_max=0.021667 h_delay=178 h-length=1342
2024-04-18 20:30:16,296 (pack-wav-rirs:41) INFO: Packing rir Room051-00045.wav h_max=0.045624 h_delay=55 h-length=1270
2024-04-18 20:30:16,300 (pack-wav-rirs:41) INFO: Packing rir Room051-00046.wav h_max=0.018250 h_delay=151 h-length=1392
2024-04-18 20:30:16,306 (pack-wav-rirs:41) INFO: Packing rir Room051-00047.wav h_max=0.051086 h_delay=66 h-length=1319
2024-04-18 20:30:16,312 (pack-wav-rirs:41) INFO: Packing rir Room051-00048.wav h_max=0.016602 h_delay=173 h-length=1437
2024-04-18 20:30:16,317 (pack-wav-rirs:41) INFO: Packing rir Room051-00049.wav h_max=0.020691 h_delay=132 h-length=1327
2024-04-18 20:30:16,322 (pack-wav-rirs:41) INFO: Packing rir Room051-00050.wav h_max=0.034424 h_delay=86 h-length=1155
2024-04-18 20:30:16,327 (pack-wav-rirs:41) INFO: Packing rir Room051-00051.wav h_max=0.048065 h_delay=52 h-length=1330
2024-04-18 20:30:16,332 (pack-wav-rirs:41) INFO: Packing rir Room051-00052.wav h_max=0.014801 h_delay=189 h-length=1367
2024-04-18 20:30:16,337 (pack-wav-rirs:41) INFO: Packing rir Room051-00053.wav h_max=0.218048 h_delay=17 h-length=880
2024-04-18 20:30:16,342 (pack-wav-rirs:41) INFO: Packing rir Room051-00054.wav h_max=0.033875 h_delay=80 h-length=1330
2024-04-18 20:30:16,347 (pack-wav-rirs:41) INFO: Packing rir Room051-00055.wav h_max=0.022186 h_delay=196 h-length=1351
2024-04-18 20:30:16,352 (pack-wav-rirs:41) INFO: Packing rir Room051-00056.wav h_max=0.032471 h_delay=117 h-length=1379
2024-04-18 20:30:16,357 (pack-wav-rirs:41) INFO: Packing rir Room051-00057.wav h_max=0.063995 h_delay=57 h-length=1208
2024-04-18 20:30:16,362 (pack-wav-rirs:41) INFO: Packing rir Room051-00058.wav h_max=0.060852 h_delay=50 h-length=1262
2024-04-18 20:30:16,367 (pack-wav-rirs:41) INFO: Packing rir Room051-00059.wav h_max=0.065399 h_delay=56 h-length=1196
2024-04-18 20:30:16,372 (pack-wav-rirs:41) INFO: Packing rir Room051-00060.wav h_max=0.031403 h_delay=113 h-length=1176
2024-04-18 20:30:16,378 (pack-wav-rirs:41) INFO: Packing rir Room051-00061.wav h_max=0.035095 h_delay=105 h-length=1159
2024-04-18 20:30:16,383 (pack-wav-rirs:41) INFO: Packing rir Room051-00062.wav h_max=0.030579 h_delay=124 h-length=1163
2024-04-18 20:30:16,388 (pack-wav-rirs:41) INFO: Packing rir Room051-00063.wav h_max=0.022125 h_delay=163 h-length=1334
2024-04-18 20:30:16,394 (pack-wav-rirs:41) INFO: Packing rir Room051-00064.wav h_max=0.024200 h_delay=148 h-length=1310
2024-04-18 20:30:16,400 (pack-wav-rirs:41) INFO: Packing rir Room051-00065.wav h_max=0.029480 h_delay=102 h-length=1338
2024-04-18 20:30:16,404 (pack-wav-rirs:41) INFO: Packing rir Room051-00066.wav h_max=0.042847 h_delay=115 h-length=1313
2024-04-18 20:30:16,409 (pack-wav-rirs:41) INFO: Packing rir Room051-00067.wav h_max=0.023804 h_delay=150 h-length=1304
2024-04-18 20:30:16,414 (pack-wav-rirs:41) INFO: Packing rir Room051-00068.wav h_max=0.072723 h_delay=50 h-length=1235
2024-04-18 20:30:16,419 (pack-wav-rirs:41) INFO: Packing rir Room051-00069.wav h_max=0.018127 h_delay=209 h-length=1302
2024-04-18 20:30:16,424 (pack-wav-rirs:41) INFO: Packing rir Room051-00070.wav h_max=0.032684 h_delay=90 h-length=1193
